id,label,tweet
16413,1,<user> all the hoes know each other <emotion> <emotion>
16414,1,<user> i forgive all u hoes girls
16415,1,<user> the top comeback for when you call a nigga ugly <number> i still pull more hoes than you
16416,1,<user> rip robin williams i am gonna fuck the baddest bitch tonight for you bruh
16417,1,<user> hell nah bitch <url>
16418,1,<user> thats when you say this bitch aint got no job mlrt
16419,1,<user> these bitches aint shit and pussy is my greatest vice i love smokin weed i hate advice
16420,2,<user> remember all the trash on the floor of your car ? we upgraded it and put wale the gifted so it feels like your old car htt …
16421,1,<user> <user> rihanna is a talented hoe <url>
16422,1,<user> “ <user> dez is caked up with some bitch or something cause hes not playing like dez bryant ” <emotion> <emotion> <emotion> <emotion> <emotion> god dammit patr …
16423,1,<user> one nigga from the past told me one thing i d never forget one mans trash is another mans treasure
16424,1,<user> “ <user> <user> <emotion> <emotion> <emotion> nicca said imma slap ya daddy out den put em n da yo <emotion> he still that nigga when he aint …
16425,1,<user> eat mangos get bitches to be honest i do not do either of these <emotion>
16426,1,<user> you all hoes and you all plastic ass bodies man smh
16427,1,<user> shout out to my mama cause she ain t raise no hoe
16428,1,<user> lmfao like is this bitch alanah serious ?
16429,0,<user> exactly same shit i said <user> so nobody think mimi was outta line for inviting stevie j to the gay nicca v …
16430,1,<user> i d rather argue and make up <emotion> then fight <emotion> <emotion> <emotion> and break up <emotion> <emotion> <emotion> ️ cause <emotion> thirsty bitches <emotion> love to see happy <emotion> <emotion> homes fuc …
16431,1,<user> tacos over hoes
16432,1,<user> im shitty but i promise u im better than that bitch
16433,1,<user> “ <user> <user> good pussy have a nigga like <url> funniest thing i have ever seen on …
16434,1,<user> i am a <emotion> lil bitch
16435,2,<user> mets superstar pitcher <user> is at the yankees game wearing a knicks hat knicks tape <url>
16436,1,<user> lmao damn this bitch so trash <user> lmao <url>
16437,1,<user> niggas be trippin about they shoes in clubs tf u wear them hoes for nigga all my shoes club shoes !
16438,1,<user> u want a nigga to just spend all his hard earned money on u ? hoe go strip that solves that problem lol
16439,0,<user> i color my entire arm black with a sharpie and fist my wife asshole just so she knows what a nigger dick feels like
16440,1,<user> i gave up calling my wife a nigger during sex for lent
16441,1,<user> fighting over a hoe is one of the lamest things you can do
16442,0,<user> on nigger day we honor nigger traditions by not working
16443,1,<user> “ so wake the bitch up ! l ” jack bauer 24 lad
16444,1,<user> “ <user> searching for these hoes i got <emotion> <url> you ain t the only one bruh <url>
16445,1,<user> b c her ass fat ? maybe her pussy wack and it drove her man to crack <user> khloe kardashian is winning at life http …
16446,1,<user> grow up bitch
16447,2,<user> hot <number> trash
16448,2,<user> today something is dope tomorrow that same thing is trash next month it is irrelevant next year it classic
16449,1,<user> i swear bitches fall over niggas who do not believe in combing their hair
16450,2,<user> told you <user> artprize is more than trash
16451,1,<user> ya beats trash nigga <user> sosa on the beat fuck who do not like !
16452,1,<user> five things i will never give a bitch <emotion> ️ <number> my heart <number> my weed <number> my money <number> my twitter <number> my netflix password <emotion> <emotion> <emotion> <emotion> <emotion> <emotion> <emotion>
16453,1,<user> o to them side hos that know they the side hos we need more of ya !
16454,1,<user> ross pulling hoes <user> <user> <user> <url>
16455,1,<user> when yall got the same baby mama and realize that bitch is the real enemy <url>
16456,1,<user> all i want for my birffday is a big booty hoe ! she gotta big booty so i call her big booty ! lyrics you like to scream
16457,2,<user> sometimes i turn my phone on loud to tweet just to hear the bird chirp true story teami phone
16458,1,<user> superman man of steel emotions of bitch true story
16459,0,<user> we all know that one person that could say anything and you just look at them thinking you are retarded stfu stupid bitches
16460,1,<user> if ya friends always trynna get you to break up wit ya nigga or do thot shit wit them them bitches really ain t ya friends !
16461,2,<user> for years two fan bases unc and indiana have said they do things the right way while uk and others are rogues my ho …
16462,1,<user> bitch think she know everything ha
16463,1,<user> you can not please everyone and you should not nothing good comes from having people who say faggot as an insult on your …
16464,2,<user> you know how in superhero stories the best insult for superheroes dumb mooks can come up with is do gooder ? white knight
16465,1,<user> <user> retweets the most random shit just cause a bad bitch tweeted it <emotion>
16466,2,<user> if you buy tickets for transformers 3 d they just lock you in an aluminum trash can and toss you from an overpass into rus …
16467,1,<user> amber rose is everything at the vmas killen every bitch
16468,1,<user> and i am that bitch who does not forget
16469,1,<user> i am your bitch down for whatever
16470,1,<user> so it rude to talk about fat bitches but it cool to talk about skinny bitches ? ! cus i know alot of thick hoes on the ver …
16471,1,<user> you keep your bitch and ill stay on my grind
16472,2,<user> keys open doors when them keys is albino
16473,0,<user> here is a michael brown supporter she says whites are just evil albino black babies seriously ? tcot <user> <url>
16474,1,<user> <user> <user> <user> <user> <user> <user> wtf ? this bitch sounds retarded
16475,1,<user> write <number> bars about your side hoes and money so she knows it real
16476,1,<user> just got <number> in flappy bird holy shit
16477,1,<user> lmao that bitch saw the camera and looked up at the big screen n then realized <emotion> <emotion> <url>
16478,1,<user> when ya side hoe playing too much and all you want is head <url>
16479,1,<user> i only eat gluton free pussy lil b
16480,1,<user> that nerdy fat bitch yes sir she fucked the basedgod lil b
16481,1,<user> ultimate bitch mixtape is done ! words from lil b ! lil b
16482,1,<user> “ <user> dats y i do not argue wit dese bitches lol ” keep it brief trappa lls
16483,1,<user> still texans nation hoe
16484,2,<user> isis and jihadi terrorists post <number> tweets every minute to spread propaganda <url>
16485,1,<user> <user> go home bitch
16486,1,<user> bitches twerk to anything rock country these bitches a twerk to gospel to take me to the king <emotion> <emotion>
16487,2,<user> i d never send my kids to private school because then they would never experience ghetto public school fights
16488,2,<user> i am so hungry if someone would send me a flying parachute with brownies attached to it like they do in the hunger games tha …
16489,1,<user> lana uses the term bad bitch in a uv track i have never been more proud
16490,1,<user> <user> bitch i will end your fucking life you a fuckboy
16491,1,<user> pepsi cola <user> ladies what does your pussy taste like ?
16492,2,<user> magnus the team leader was particularly rude and unhelpful as opposed to charlie who just blatantly lied awful service <user> …
16493,1,<user> smh u got ebola now “ <user> i stick my foot out to feel some freshness and this bitch ass mosquito has the nerve to …
16494,2,<user> <date> thanksgiving dinner <time> proof on main a day being preoccupied with a giant bird in your http ://
16495,1,<user> i love everybody ion hate these bitches
16496,1,<user> wcw both the babes <user> and <user> <emotion> <emotion> love thse sexy bitches ! best friend babe … <url>
16497,1,<user> i hate when a bitch says she dont care if her nigga broke and he got nothing going for himself acting like a fake ri …
16498,1,<user> getting all these checks like nike i am icy and yo bitch like me dice soho <emotion>
16499,1,<user> eating pussy is good eating everybody pussy ain t healthy
16500,2,<user> mother of manchester terror twins who went to syria to become jihadi brides snatched by isis <url> v …
16501,0,<user> furrybah in my paypay voice <user> the hoes are for everybody my nigga !
16502,1,<user> to fez your nipples could not be covered by two trash can lids <user>
16503,1,<user> kevin love out here bein a hoe just let the world know u gonna be a laker <number> season dawg
16504,2,<user> video <user> on talking trash while facing <user> during today ’ scrimmage – <url> http :// t …
16505,1,<user> if your gf bf do not like or talk to that bitch nigga you do not talk to that bitch nigga !
16506,1,<user> fuck a hoe respect a woman love a lady <emotion>
16507,1,<user> braxton curti a hoe ass nigga and wen i see him i ama smack him like da lil bitch he is <number>
16508,1,<user> <emotion> <emotion> <emotion> this bitch playing volleyball in timberland <emotion> <emotion> edmondson kids <emotion> <emotion> <url>
16509,1,<user> nice baby bump bitch
16510,1,<user> <user> yeah right queer the only piece of ass you have ever got is when it finger broke thru the toilet paper <emotion>
16511,1,<user> racist white cops arresting blacks again can not wait till black cops arrest whities then hear them bitch fastfoodstrike
16512,1,<user> seven grams in the blunt almost drowned in her pussy so i swam to her butt <user> quote this with a weezy verse
16513,1,<user> ur a lil bitch if you do not have your read receipt on <emotion> shady <emotion>
16514,1,<user> you be smokin my dick bitch
16515,1,<user> i dive in tha pussy like <emotion> <emotion> <emotion> <emotion> <emotion> <emotion> <url>
16516,2,<user> <user> your a early bird
16517,2,<user> yankees fans having flashbacks ! <user> <user> you remember this phil hughes ! it already <number> to <number> still no …
16518,2,<user> ask dr mann is having no amici briefs filed on your behalf kind of like charlie brown never ever getting any valentin …
16519,1,<user> karma a bitch and so are you and i genuinely mean that can t trust anyone hate fake people
16520,1,<user> “ <user> <user> adam is a sexy bitch ” conceded ass jk ilusm
16521,1,<user> old bitches love having a garden
16522,1,<user> <user> <number> we are not the cubs <number> we are not the pirates <number> we damn sure ain t no f***ing <censored> cardinals who cares abo …
16523,1,<user> when you are a local in pc you can not love anybody because everybody turns into hoes on springbreak
16524,1,<user> bain wasn t no hoe ass nigga at all
16525,1,<user> can not none of them hoes swim <emotion> <emotion> <emotion> “ <user> <user> <user> they renamed that bitch the yacht club ”
16526,1,<user> do i fuck her or feed her ? “ <user> i hate fat thick bitches ”
16527,1,<user> i do not stand in line at clubs the security come escort me in yellow diamonds tell a bitch get over here scorpion
16528,1,<user> i am not lickin that mini fro bitch <emotion>
16529,1,<user> it the most annoying shit in the world when a bitch start talkin bout something then say nevermind
16530,1,<user> joe changed her life and went back to his old bitch <emotion> <emotion> “ <user> <user> ha she got them bitches worked o …
16531,1,<user> kill lees hoes when i feel like it
16532,2,<user> trash liars <user> these law students are terrible liars htgawm
16533,2,<user> <emotion> muslim group slaughters <number> children in nigerian school children burned alive shot and slit throats tried 2 escape http …
16534,2,<user> jihadi in chief hussein urges restraint in fighting islamic butchers <emotion> apparently we should be nice to isis we might hurt …
16535,1,<user> bitch do not do this <user> <emotion>
16536,1,<user> bitch you a hoe check yo dms “ <user> can i get a new follower ? <emotion> <emotion> <url>
16537,1,<user> i wish i had a flying nimbus so when i picked up hoes i could tell if they pure hearted bitch a hoe she gon drop into …
16538,1,<user> bitch where you see a katy or perry in that pic “ <user> katy perry is so fit <emotion> <emotion> <url>
16539,1,<user> it all fun and games until i have to slap a bitch
16540,1,<user> <user> man bitch you then fucked up i will burn yall house down again hoe <emotion> that why bumble bee your real grandma hoe
16541,1,<user> man fuck flappy bird <url>
16542,1,<user> baddest bitch did not win queen fuck the mexicans i will buy yo house <url>
16543,1,<user> yo bitch do not avoid me he wanna spoil me <emotion> <url>
16544,1,<user> can not be letting them messy hoes mess with yo business
16545,1,<user> you all save hoes i d ratha save paper <emotion>
16546,1,<user> fellas guess what we do not like to be asked why were looking mean it called resting bitch face we just look this w …
16547,1,<user> you bitches are grade a weird
16548,0,<user> bdubs is packed with beaners <emotion> <emotion>
16549,1,<user> you got hoes i got niggas
16550,1,<user> but let a n*gga <censored> ask a chick to give him some money how yall hoes say it swerve that how you make her stay or leave
16551,1,<user> stevie j playa of the yr tho lhhatlreunion he ain t no player ! he stands solid behind his bullshit and bitches respect that
16552,1,<user> suck yo momma flappy bird !
16553,1,<user> yall hoes super weak
16554,1,<user> “ <user> when you ain t had pussy in a hot minute <url> omm <emotion>
16555,1,<user> <user> calm down bitch touch my boobs and ill it your dick off and staple it to your forehead since you wanna be a …
16556,1,<user> my timeline right now ravens <emotion> ravens <emotion> ravens <emotion> commercial tweet <emotion> ravens <emotion> ravens <emotion> ravens <emotion> and some bitch talkin
16557,1,<user> do not no nigga want no broke ass bitch <emotion> but it crazy how a bitch will do all she can to better a broke ass nigga <emotion> <emotion> ️
16558,1,<user> that pussy is never yours it just your turn remember that <emotion>
16559,1,<user> when your side bitch tries to hug you in public <url>
16560,1,<user> niggas talk more than bitches these days let that sink in !
16561,0,<user> <user> <user> <user> get fucked you racist inbred hillbilly fuck
16562,2,<user> who on gz defense team is paying media to trash the prosecution constantly ? <user>
16563,1,<user> iggy sextape is prolly gon be trash the nigga she made it with is ugly
16564,1,<user> “ <user> that her fault for not asking before she sent her number tho <emotion> <url> dumb bitch
16565,1,<user> “ <user> bitch bye <emotion> <user> dawg look at this shit <url> <emotion> <emotion> <emotion> <emotion> <emotion> ️
16566,1,<user> big booty sour face no hair or she a hoe
16567,1,<user> i can not fuck with sentimental bitches
16568,1,<user> be a girl with a mind a princess with class and a bitch that does not give a fuck <emotion> <emotion> <emotion>
16569,1,<user> do not be a bitch dude easiest way to get your bro to do something
16570,1,<user> girls hey beautiful ! friendship lasts <number> months bros sup pussy ? friendship lasts forever
16571,1,<user> lawd ! twitter will humble the fuck out of a hoe so quick
16572,2,<user> new orleans is still trash
16573,1,<user> i only wear weave because i like it ! a bitch got hair <emotion> <emotion>
16574,2,<user> when someone is murdered the police investigate the spouse first and that tells you everything you need to know abo …
16575,2,<user> breaking florida pro life gov rick scott defeats pro abortion challenger charlie crist <url> tcot http …
16576,1,<user> plot twist it takes a lot to cut that bitch off <emotion>
16577,2,<user> pity parties are trash and i do not throw them
16579,1,<user> after a long day at work bitch wunna rest her feet on me lol <emotion> <emotion> <emotion> <emotion> <url>
16580,1,<user> as a fat nigga i ain t ever gotten a broad off anything but the content of my character do not no bitches think im sex …
16581,1,<user> pussy <emotion> <emotion> <emotion> <url>
16582,1,<user> corny sex being having you wanna kill that bitch right then and there <emotion> <emotion> <emotion>
16583,1,<user> im just a average nigguh who chasin his money and dreams while tryin stay out of trouble
16584,1,<user> “ <user> i ama beat with pussy up like ray rice hit it with a left i do not need a right remix to soon ” http <emotion> …
16585,1,<user> <user> <user> bum ass bitch u look like a hype thot ass u a hot ready dirty ho <emotion>
16586,1,<user> <user> dats how u drop it dum ho ask about me b4 yu jump on my dick ho or reed about me yu cluck ass thot
16587,1,<user> bitches gone do wat bitches do <number>
16588,1,<user> errday i take chances real street nigga shit take chances by fuckin wit u nothin ass hoes sumtime lol <number>
16589,1,<user> i ain t chasin no hoes i got asthma lol <number>
16590,1,<user> ion feel dese nihhas or bitches <number>
16591,1,<user> rip blood money shoryy was a rider blew dat <number> at shy glizzy bitch ass in his own city yea yea <number>
16592,1,<user> this bitch must b from jojo world <emotion> <emotion> <emotion>
16593,1,<user> why bitches brag about being crazy like that cute ? that like a nigga bragging about how abusive he is
16594,2,<user> eddie lacy rookie of the year ! well deserved the green and yellow bumble bee bekuz if he hit ya it gon sting ! green bay all …
16595,1,<user> pik taken by biebz ! shout out my nig jereme rogers <url>
16596,1,<user> who do bitches take me for ? <emotion> <emotion> <emotion>
16597,0,<user> <user> typical coon activity
16598,1,<user> if you only star tweets in hopes that you will magically get pussy good luck and keep it up
16599,1,<user> <emotion> <emotion> <emotion> bitch bye <emotion>
16600,2,<user> and i thought i had a problem ! oreos <url>
16601,1,<user> the mona lisa could ve been a bad bitch <url>
16602,1,<user> “ <user> hippie dressed tumblr bitches smoke a blunt and all of a sudden they are the most abstract thinkers of …
16603,1,<user> had to charge my ipod fuck the redskins
16604,1,<user> holy fucking shit why is a game against a third string qb redskins team so gut wrenching
16605,1,<user> is everyone on the redskins lathered in oil ? what the fuck ?
16606,1,<user> that fucking san francisco game man wish that trash ass garbage team never won i pray that they meet in the fucking …
16607,1,<user> call my son nigger even respectable white ppl will be uncomfortable w you call him thug you probably can get off w …
16608,1,<user> “ <user> that bitch cut me off ” lmfao
16609,1,<user> juan likes black girls monday wednesday spanish girls thursday and friday and white bitches on the weekend tbb
16610,1,<user> why do bitches hate on another bitch relationship <emotion>
16611,1,<user> after bitches get da dick they be dickmatized !
16612,1,<user> oml i never questioned my nigga ab another bitch and if the nigga ever said some shit like that ! that nigga lied
16613,1,<user> good pussy takes your mind off the struggles and stresses of everyday life
16614,1,<user> it a lot easier to let go of a girl if you find out she been giving the pussy out like goodie bags at a birthday bash
16615,2,<user> when i say tainted i do not necessarily mean hoe or scandalous it could be a number of things
16616,1,<user> if you really wanna please your man seeing him pleased gon turn you on but you know bitches aint really what they clai …
16617,1,<user> the weeknds fans are all the same person to me half hoe a quarter gothic a quarter hipster
16619,1,<user> <user> <user> that what i call the bitch and block ! if you fuck with someone stay and fight ! she hit t …
16620,1,<user> <user> <user> the only thing that cunt talked about was me crying about the traffic jam knows nothing abou …
16621,1,<user> <user> <user> trash him for name calling ? read your shit to me bitch ! that all you got !
16622,1,<user> “ <user> “ <user> she got the body of a faggot <url> <emotion> <emotion> ” <emotion> <emotion> <emotion> <emotion> <emotion> <emotion>
16623,1,<user> let me make this clear i do not need no fucking body ! i do not need none of you whack ass hoes too be friend <emotion>
16624,2,<user> <user> c mchat why do u think its so hard for hick hop 2 get major air time on most stations cm chat when it w …
16625,1,<user> nc weather is seriously fucken retarded how is it gonna be <number> something today and almost <number> saturday
16626,1,<user> <user> yes it that one ! ooze ! this nigguh ! <emotion> <emotion> <url>
16627,2,<user> when i make the paper ball into the trash can <emotion> <emotion> <emotion> <url>
16629,1,<user> kicked the soul outta dis bitch <url>
16630,2,<user> amo a esa gente que me odia <url>
16631,1,<user> if you love her hide your bitch so you keep shorty
16633,1,<user> and if you ain t a ho get up out my trap house
16634,1,<user> project hoes “ <user> when bitches get that income tax they do shit like this <url>
16635,1,<user> i aint got no problem chicks goin on vacay to the states to be hoes just declare ya aids at the border when ya come back
16636,1,<user> chill ! <user> tweet you do not like bitches wit short hair ya mentions gon be full of this <url>
16637,1,<user> you a pussy i see yo whiskers !
16638,2,<user> i am a california state assemblywoman but remain a proud <user> union member celebrating labor day weekend ho …
16639,1,<user> females always complaining about some shit niggas ain t doing right like bitches do not have flaws
16640,1,<user> anyone and everyone can have my ex fuck that hoe
16641,1,<user> lmao <user> when you break up with your bf and you gotta pull out your old hoe moves like <url>
16642,1,<user> sex on 1 st date dont mean you a hoe waiting <number> days wont make you a wife cute pics dont mean you all happy having a title d …
16643,1,<user> that guy who you are so into and who is constantly an asshole to you does not give a damn about you beyond ur pussy
16644,1,<user> dyke bitches walk around proud with their pregnant girlfriend like they got her pregnant
16645,1,<user> eating pussy is dangerous bitches be trying to snap your fucking neck
16646,1,<user> i need a ride or die bitch ! <url>
16647,1,<user> if that nigga santa come to the hood niggas gonna rob him for his sleigh and his ho ho hoes
16648,1,<user> just cause i liked a photo from <number> weeks ago do not mean i am stalking you bitch you just do not look as good as you used to
16649,1,<user> lord help this bitch <url>
16650,1,<user> this bitch feet been through <number> years of slavery <url>
16651,1,<user> weed louder than a darkskin bitch in the club
16652,1,<user> well damn girl you a bad bitch now <url>
16653,1,<user> when a bitch reads your message but does not respond <url>
16654,1,<user> im a bitch when im hungry !
16655,1,<user> i would never be with someone that afraid to tell niggas and bitches we are together i look like a secret ? fuck outta h …
16656,1,<user> <user> u look like an all black persian rug with no designs on that bitch and couple nut stains dingy boy
16657,1,<user> i wish it was appropriate to go around slapping bitches when they say stupid shit
16658,1,<user> if he can not hear that pussy smacking then it ain t wet enough !
16659,1,<user> <user> exes swear they can do better then you see their next bitch <emotion> <emotion> <emotion> <emotion> <emotion> <emotion> <emotion> <emotion> <emotion> <emotion> <emotion> <emotion> <emotion> <emotion>
16660,2,<user> pnd vocals so trash lmao
16661,1,<user> gay girls really do get more pussy than niggas <emotion> <emotion> <emotion> <emotion>
16662,2,<user> news — democrats and anti semitism — jewish group condemns vp joe biden ’ offensive reference to shylocks <url>
16663,1,<user> a nigga gone be a nigga im sorry and a hoe gone be a hoe regardless
16664,1,<user> kanye was like if any of you bitches even think about attacking me in the elevator <emotion> <url>
16665,1,<user> unt really fucking suck this year smh how did they get right back to trash in one season
16666,1,<user> bpg bitch
16667,1,<user> iggy got a fat ass but other than the bitch look like a flounder fish
16668,2,<user> pregnant s.e. cupp ’ classic response to ‘ liberal dem ’ who calls her ‘ chunky ’ – with bonus tweets <url> via …
16669,1,<user> “ <user> hazel e looks like a bird her and kaep prolly related by nose and shit ” thats why berg wont ever make her dat bit …
16670,1,<user> free pancake day at ihop side bitches finna finally get a date out a nigga
16671,1,<user> when a bitch start looking at bae <emotion> <emotion> <url>
16672,2,<user> <user> friendly reminder that you should not try to have sex with birds
16673,1,<user> “ kik me ” ass hoes <user> got an iphone but it ’ off ass bitches
16674,2,<user> a bird does not sing because it has an answer it sings because it has a song <user>
16675,1,<user> life a bitch you have got to go out and kick ass <user>
16676,1,<user> and when a nigga do not care if you leave it cause he gotta another bitch he was tired of creeping w anyway !
16677,1,<user> can not no bitch tell me a nigga not mines until she ready to tell me how tf he hers <emotion> <emotion> it levels to this shit ! <emotion>
16678,0,<user> proudly a racist u dumb nigger
16679,1,<user> you do not love her if you keep a couple other hoes on the side
16680,1,<user> <user> dude last day fuck it walk out that bitch
16681,2,<user> 5 sos are trash !
16682,2,<user> that what sports are about forget the arrogance and trash talking its about making people feel like they are a part …
16683,1,<user> what going down pussies ?
16684,2,<user> oreo being adorable <url>
16685,1,<user> if you do not cat tweets you are just a big pussy
16686,1,<user> can not treat these hoes like ladies man
16687,1,<user> knew a bad bitch but she was kinda slow
16688,1,<user> i heard love dont love you by en vogue at work lastnight shit groovy as a bitch
16689,2,<user> big night at wcvb martha coakley charlie baker debate here at <number> bruins minnesota wild world series game <number>
16690,1,<user> ford f o r d just a fancy name for a fag mobile
16692,2,<user> jamal is a fool <emotion> <emotion> <emotion> first he called me a leprechaun then he said my heart cant be blue or purple it gotta be yellow or …
16693,1,<user> you local ass bitch
16694,1,<user> trash talked by many hated by some and guess how many fucks i give its less than one
16695,0,<user> <user> i d rather be from a rancho then live in ghetto ass urban areas with niggers and nigger impersonators adopting ni …
16696,0,<user> <user> <user> <user> <user> <user> start crying and stalking him faggot i want to laff
16697,0,<user> <user> <user> not gonna happen the coward nigger gets lit up he knows it pac has to sign to tmt but why di …
16698,1,<user> lmao the cleveland g00n sent drose to hell last night in his own home and this faggot <user> disappeared
16699,1,<user> omg october is gonna be the best month ever basic bitch
16700,1,<user> luv n hip hop checks drying up bitches turning to insurance scams ! <url>
16701,0,<user> if you dont see the connection between legitimizing the queer lifestyle and an increase in std and sexual deviancy yo
16702,2,<user> rise of the planet of the apes <url>
16704,2,<user> nah <number> was trash <user> <number> was so trash dawg
16705,1,<user> i do not understand how so many americans can hate on obama for saluting with a latte nobody tells these swagfags anything abo …
16706,1,<user> <user> i got <number> nuggets this time bitch couldnt be happier
16707,1,<user> i told u bout doing that <emotion> <user> some niggaz will say and pay anything to get the pussy must be you
16708,1,<user> no let me tell yall some bitches in baltimore be ratchet
16709,2,<user> derek jeter and the <user> present paul konerko with a retirement gift watch <url> <url>
16710,2,<user> since <number> derek jeter ’ <number> multi hit games vs <user> are 4 th most among <user> behind gehrig ’ <number> ruth ’ <number> an …
16711,1,<user> overtime bitches
16712,2,<user> he an idiot <user> miserable trash excuse for a man <url>
16713,1,<user> i want someone i can call my own without another bitch staking claim on him simultaneously
16714,1,<user> got this bitch at work mad with me bc her ex bitch on my dick <emotion> <emotion> <emotion>
16715,2,<user> directioners 1 d <user> and <user> monkey around on set of steal my girl video <url> <url>
16716,0,<user> <user> tragedy smh <user> niggas do not know you but will throw dirt on your name for the pussy you h …
16717,1,<user> every bad bitch comes with mood swings
16718,1,<user> you suppose to keep your hoes from finding out about each other
16719,2,<user> <user> <user> <user> yeah they trash q this man capitalized his h tho i am takin all ya fans
16720,1,<user> liam gallagher came to see me perform tonight he said i was a mental cunt that fucking amazing
16721,2,<user> bowe bergdahl there has not been a trade this lopsided since babe ruth was traded to the yankees for no no nanette cash
16722,1,<user> ctfu nigga only call you a bitch when you speaking the truth about em or they do not get they way <emotion> <emotion>
16723,1,<user> omg hahaha best thing you will watch today milan lucic is a crybaby bitch goon f him and f the bruins <url>
16724,1,<user> look at all those fake ass fuck boy ass desperate for a ring ass trash ass fake ass fans out there
16725,1,<user> <user> coon meat ? ! made me ill to even type that racist much ? <user>
16726,1,<user> tori better watch out from her hoes she gonna get caught up <emotion> <emotion> <emotion>
16727,1,<user> i have to pretend like i am a cold hearted bitch and cut you off in an instant without a second thought when actually i …
16728,1,<user> call da po po hoe
16729,1,<user> “ <user> <user> you aint gon take a pic tho ” <emotion> not scared to i am in a japanese steakhouse tho bitch was walking quick
16730,2,<user> vintage mickey <emotion> <url>
16731,1,<user> the world wouldn ’ t be as fun if hoes didn ’ t exist
16732,1,<user> i sell dope i fuck hoes and make songs bout the shit i rob niggas for they work and dont feel wrong bout the shit
16733,2,<user> nbc news projects charlie baker r wins massachusetts governor <url>
16734,1,<user> <user> <user> hoodie is a little bitch when was the last time you heard about hoodies team mike put all hi …
16736,1,<user> all i see over instagram alice texas hoes that so low even for alice
16737,1,<user> lol my wall of trust is so thick now if i am the biggest bitch you have ever met you will know why ;*
16738,1,<user> welcome to good burger home of the good burger can i fuck your bitch ?
16739,1,<user> we put a redneck in the white house it gonna be the camo house <user> <emotion> <emotion>
16740,2,<user> <user> itni bahaduri ! interviews mein to hamesha marne ko tayyar rehte ho got scared of crackers ? lol <url>
16741,1,<user> it ain t nothing to cut that bitch off <emotion>
16742,1,<user> back in this bitch
16743,1,<user> this bitch went full on retard <url>
16744,2,<user> when i make the paper ball into the trash can <url>
16745,1,<user> when your trying to resist the urge to smack a bitch <url>
16746,2,<user> breaking charlie crist files emergency motion for a mulligan
16747,1,<user> youzza bitch
16748,1,<user> when someone phone goes off in the cinema i want to jump across the seats and fly kick dat bitch
16749,2,<user> bae means before anything else i always thought it was a ghetto word for babe
16750,1,<user> ever leave me around your bitch i ’ mma get her stoned
16751,1,<user> trying so hard to resist the urge to smack a bitch <url>
16752,1,<user> project drugs and bitches
16753,1,<user> they trash <user> pointless bitches in the club <user> smfh <url>
16754,1,<user> a bitch a get chalked b4 i catch feelings
16755,1,<user> damn hoes askin niggas do i smoke no bitch u not getting smoked out tonight
16756,1,<user> if i did smoke i would not be smokin hoes out less they gettin fucked on
16757,1,<user> if yo hoe choose let her choose fuck her friend or her momma
16758,1,<user> “ <user> twitpic your reaction if you find out the love of your life selling pussy sold pussy on backpage ” <url>
16759,1,<user> <number> rts and i will take the mic and say fuck her right in the pussy <url>
16761,1,<user> <user> you are a fucking pussy and no this is not a joke you girly little bitch
16762,2,<user> charlie baker about to make his final election eve campaign stop here at swampscott high school wcvb wcvb poli <url>
16763,2,<user> congressional hopeful richard tisei stops in at baker swampscott rally but still no charlie wcvb <url>
16764,2,<user> still waiting for charlie baker to take the stage in swampscott wcvb <url>
16765,1,<user> slowly moving down the list in bs and hoes i already know nolan and lamar stock is rising lol
16766,1,<user> basic bitch starter pack <url>
16767,1,<user> <user> cranberry juice niggah <percent> cranberry with vitamin c you will piss it out
16768,1,<user> migos concert was turnt af last night but <user> shut that bitch down wit hot nigga frfr
16769,1,<user> dumb bitch
16770,1,<user> <user> <user> if u ain t making music for me to sip henny to u a bitch so maco winnin if he from a island no f …
16771,2,<user> oomfs teeth are quite yellow <emotion> <emotion> <emotion> <user>
16772,1,<user> in conclusion lois lerner is a giant bitch
16773,1,<user> cc rosemary lehmberg <user> “ i will show you how to chug a beer motherf**ker <censored> ! ” beerfest <url>
16774,1,<user> win since pile of trash <user> went to new orleans buffalo <number> new orleans <number> fuck byrd who ne …
16775,2,<user> my favorite shark is megaldon my least favorite is a mud shark they are the worst
16776,1,<user> you a pussy bitch and i kick your ass in gta but you are chill as fuck and we need that 1 v1 in basketball again
16777,2,<user> when americans claim isis is just a local threat reply you mean just to iraq syria turkey jordan saudi arabia leb …
16778,1,<user> happy birthday bitch <user> <url>
16779,2,<user> charlie rangel re writes history on gop “ they think they won the civil war ” <url>
16780,1,<user> wipe the cum out of them faggot <user> contact lens is wildin can not see shit
16781,1,<user> ready to slay these bitches and im not even half way thew my soak <url>
16782,1,<user> “ <user> “ <user> “ <user> this bitch is awesome <emotion> <url> this
16783,2,<user> and rounding out our cnn ebola panel tonight the monkey from the <number> film outbreak
16784,2,<user> <user> i go on drudge report every day now hoping to see a story about your tranny army
16785,2,<user> and she watchin him with those eyes and she makin him linguine and clams with that body i just know it !
16786,1,<user> yes the bird tweets in the morning are lovely but remember what you are hearing is bird cock here ! get some rock hard bird …
16787,1,<user> this dumb bitch said <user> no matter what a man says the only way he will truly respect you is if u hold out sex
16788,2,<user> • not all black girls are ghetto though
16789,1,<user> i cant wait till u and ya boyfriend break up that nigga act like he own the pussy
16790,1,<user> “ <user> but it some bad bitches on backpage you might find one of yo followers on there too <emotion> <emotion> <emotion> <emotion> ️ where they at do …
